18009 warn tar ENOSPC: no space left on device, write
27962 silly saveTree │ │ ├── define-lazy-prop@2.0.0
27962 silly saveTree │ │ ├── is-docker@2.2.1
27962 silly saveTree │ │ └── is-wsl@2.2.0
27962 silly saveTree │ ├── ora@5.4.1
27962 silly saveTree │ ├─┬ parse5-html-rewriting-stream@6.0.1
27962 silly saveTree │ │ └── parse5-sax-parser@6.0.1
27962 silly saveTree │ ├─┬ piscina@3.1.0
27962 silly saveTree │ │ ├── eventemitter-asyncresource@1.0.0
27962 silly saveTree │ │ ├─┬ hdr-histogram-js@2.0.3
27962 silly saveTree │ │ │ ├── @assemblyscript/loader@0.10.1
27962 silly saveTree │ │ │ └── pako@1.0.11
27962 silly saveTree │ │ ├── hdr-histogram-percentiles-obj@3.0.0
27962 silly saveTree │ │ └─┬ nice-napi@1.0.2
27962 silly saveTree │ │   ├── node-addon-api@3.2.1
27962 silly saveTree │ │   └── node-gyp-build@4.5.0
27962 silly saveTree │ ├─┬ postcss-import@14.0.2
27962 silly saveTree │ │ └─┬ read-cache@1.0.0
27962 silly saveTree │ │   └── pify@2.3.0
27962 silly saveTree │ ├─┬ postcss-loader@6.1.1
27962 silly saveTree │ │ └─┬ cosmiconfig@7.0.1
27962 silly saveTree │ │   ├── @types/parse-json@4.0.0
27962 silly saveTree │ │   ├─┬ import-fresh@3.3.0
27962 silly saveTree │ │   │ ├─┬ parent-module@1.0.1
27962 silly saveTree │ │   │ │ └── callsites@3.1.0
27962 silly saveTree │ │   │ └── resolve-from@4.0.0
27962 silly saveTree │ │   └─┬ parse-json@5.2.0
27962 silly saveTree │ │     ├─┬ error-ex@1.3.2
27962 silly saveTree │ │     │ └── is-arrayish@0.2.1
27962 silly saveTree │ │     ├── json-parse-even-better-errors@2.3.1
27962 silly saveTree │ │     └── lines-and-columns@1.2.4
27962 silly saveTree │ ├─┬ postcss-preset-env@6.7.0
27962 silly saveTree │ │ ├─┬ autoprefixer@9.8.8
27962 silly saveTree │ │ │ ├── normalize-range@0.1.2
27962 silly saveTree │ │ │ ├── num2fraction@1.2.2
27962 silly saveTree │ │ │ ├── picocolors@0.2.1
27962 silly saveTree │ │ │ └─┬ postcss@7.0.39
27962 silly saveTree │ │ │   └── source-map@0.6.1
27962 silly saveTree │ │ ├─┬ css-blank-pseudo@0.1.4
27962 silly saveTree │ │ │ └─┬ postcss@7.0.39
27962 silly saveTree │ │ │   ├── picocolors@0.2.1
27962 silly saveTree │ │ │   └── source-map@0.6.1
27962 silly saveTree │ │ ├─┬ css-has-pseudo@0.10.0
27962 silly saveTree │ │ │ ├─┬ postcss-selector-parser@5.0.0
27962 silly saveTree │ │ │ │ ├── cssesc@2.0.0
27962 silly saveTree │ │ │ │ ├── indexes-of@1.0.1
27962 silly saveTree │ │ │ │ └── uniq@1.0.1
27962 silly saveTree │ │ │ └─┬ postcss@7.0.39
27962 silly saveTree │ │ │   ├── picocolors@0.2.1
27962 silly saveTree │ │ │   └── source-map@0.6.1
27962 silly saveTree │ │ ├─┬ css-prefers-color-scheme@3.1.1
27962 silly saveTree │ │ │ └─┬ postcss@7.0.39
27962 silly saveTree │ │ │   ├── picocolors@0.2.1
27962 silly saveTree │ │ │   └── source-map@0.6.1
27962 silly saveTree │ │ ├── cssdb@4.4.0
27962 silly saveTree │ │ ├─┬ postcss-attribute-case-insensitive@4.0.2
27962 silly saveTree │ │ │ └─┬ postcss@7.0.39
27962 silly saveTree │ │ │   ├── picocolors@0.2.1
27962 silly saveTree │ │ │   └── source-map@0.6.1
27962 silly saveTree │ │ ├─┬ postcss-color-functional-notation@2.0.1
27962 silly saveTree │ │ │ ├─┬ postcss-values-parser@2.0.1
27962 silly saveTree │ │ │ │ └── flatten@1.0.3
27962 silly saveTree │ │ │ └─┬ postcss@7.0.39
27962 silly saveTree │ │ │   ├── picocolors@0.2.1
27962 silly saveTree │ │ │   └── source-map@0.6.1
27962 silly saveTree │ │ ├─┬ postcss-color-gray@5.0.0
27962 silly saveTree │ │ │ ├── @csstools/convert-colors@1.4.0
27962 silly saveTree │ │ │ └─┬ postcss@7.0.39
27962 silly saveTree │ │ │   ├── picocolors@0.2.1
27962 silly saveTree │ │ │   └── source-map@0.6.1
27962 silly saveTree │ │ ├─┬ postcss-color-hex-alpha@5.0.3
27962 silly saveTree │ │ │ └─┬ postcss@7.0.39
27962 silly saveTree │ │ │   ├── picocolors@0.2.1
27962 silly saveTree │ │ │   └── source-map@0.6.1
27962 silly saveTree │ │ ├─┬ postcss-color-mod-function@3.0.3
27962 silly saveTree │ │ │ └─┬ postcss@7.0.39
27962 silly saveTree │ │ │   ├── picocolors@0.2.1
27962 silly saveTree │ │ │   └── source-map@0.6.1
27962 silly saveTree │ │ ├─┬ postcss-color-rebeccapurple@4.0.1
27962 silly saveTree │ │ │ └─┬ postcss@7.0.39
27962 silly saveTree │ │ │   ├── picocolors@0.2.1
27962 silly saveTree │ │ │   └── source-map@0.6.1
27962 silly saveTree │ │ ├─┬ postcss-custom-media@7.0.8
27962 silly saveTree │ │ │ └─┬ postcss@7.0.39
27962 silly saveTree │ │ │   ├── picocolors@0.2.1
27962 silly saveTree │ │ │   └── source-map@0.6.1
27962 silly saveTree │ │ ├─┬ postcss-custom-properties@8.0.11
27962 silly saveTree │ │ │ └─┬ postcss@7.0.39
27962 silly saveTree │ │ │   ├── picocolors@0.2.1
27962 silly saveTree │ │ │   └── source-map@0.6.1
27962 silly saveTree │ │ ├─┬ postcss-custom-selectors@5.1.2
27962 silly saveTree │ │ │ ├─┬ postcss-selector-parser@5.0.0
27962 silly saveTree │ │ │ │ └── cssesc@2.0.0
27962 silly saveTree │ │ │ └─┬ postcss@7.0.39
27962 silly saveTree │ │ │   ├── picocolors@0.2.1
27962 silly saveTree │ │ │   └── source-map@0.6.1
27962 silly saveTree │ │ ├─┬ postcss-dir-pseudo-class@5.0.0
27962 silly saveTree │ │ │ ├─┬ postcss-selector-parser@5.0.0
27962 silly saveTree │ │ │ │ └── cssesc@2.0.0
27962 silly saveTree │ │ │ └─┬ postcss@7.0.39
27962 silly saveTree │ │ │   ├── picocolors@0.2.1
27962 silly saveTree │ │ │   └── source-map@0.6.1
27962 silly saveTree │ │ ├─┬ postcss-double-position-gradients@1.0.0
27962 silly saveTree │ │ │ └─┬ postcss@7.0.39
27962 silly saveTree │ │ │   ├── picocolors@0.2.1
27962 silly saveTree │ │ │   └── source-map@0.6.1
27962 silly saveTree │ │ ├─┬ postcss-env-function@2.0.2
27962 silly saveTree │ │ │ └─┬ postcss@7.0.39
27962 silly saveTree │ │ │   ├── picocolors@0.2.1
27962 silly saveTree │ │ │   └── source-map@0.6.1
27962 silly saveTree │ │ ├─┬ postcss-focus-visible@4.0.0
27962 silly saveTree │ │ │ └─┬ postcss@7.0.39
27962 silly saveTree │ │ │   ├── picocolors@0.2.1
27962 silly saveTree │ │ │   └── source-map@0.6.1
27962 silly saveTree │ │ ├─┬ postcss-focus-within@3.0.0
27962 silly saveTree │ │ │ └─┬ postcss@7.0.39
27962 silly saveTree │ │ │   ├── picocolors@0.2.1
27962 silly saveTree │ │ │   └── source-map@0.6.1
27962 silly saveTree │ │ ├─┬ postcss-font-variant@4.0.1
27962 silly saveTree │ │ │ └─┬ postcss@7.0.39
27962 silly saveTree │ │ │   ├── picocolors@0.2.1
27962 silly saveTree │ │ │   └── source-map@0.6.1
27962 silly saveTree │ │ ├─┬ postcss-gap-properties@2.0.0
27962 silly saveTree │ │ │ └─┬ postcss@7.0.39
27962 silly saveTree │ │ │   ├── picocolors@0.2.1
27962 silly saveTree │ │ │   └── source-map@0.6.1
27962 silly saveTree │ │ ├─┬ postcss-image-set-function@3.0.1
27962 silly saveTree │ │ │ └─┬ postcss@7.0.39
27962 silly saveTree │ │ │   ├── picocolors@0.2.1
27962 silly saveTree │ │ │   └── source-map@0.6.1
27962 silly saveTree │ │ ├─┬ postcss-initial@3.0.4
27962 silly saveTree │ │ │ └─┬ postcss@7.0.39
27962 silly saveTree │ │ │   ├── picocolors@0.2.1
27962 silly saveTree │ │ │   └── source-map@0.6.1
27962 silly saveTree │ │ ├─┬ postcss-lab-function@2.0.1
27962 silly saveTree │ │ │ └─┬ postcss@7.0.39
27962 silly saveTree │ │ │   ├── picocolors@0.2.1
27962 silly saveTree │ │ │   └── source-map@0.6.1
27962 silly saveTree │ │ ├─┬ postcss-logical@3.0.0
27962 silly saveTree │ │ │ └─┬ postcss@7.0.39
27962 silly saveTree │ │ │   ├── picocolors@0.2.1
27962 silly saveTree │ │ │   └── source-map@0.6.1
27962 silly saveTree │ │ ├─┬ postcss-media-minmax@4.0.0
27962 silly saveTree │ │ │ └─┬ postcss@7.0.39
27962 silly saveTree │ │ │   ├── picocolors@0.2.1
27962 silly saveTree │ │ │   └── source-map@0.6.1
27962 silly saveTree │ │ ├─┬ postcss-nesting@7.0.1
27962 silly saveTree │ │ │ └─┬ postcss@7.0.39
27962 silly saveTree │ │ │   ├── picocolors@0.2.1
27962 silly saveTree │ │ │   └── source-map@0.6.1
27962 silly saveTree │ │ ├─┬ postcss-overflow-shorthand@2.0.0
27962 silly saveTree │ │ │ └─┬ postcss@7.0.39
27962 silly saveTree │ │ │   ├── picocolors@0.2.1
27962 silly saveTree │ │ │   └── source-map@0.6.1
27962 silly saveTree │ │ ├─┬ postcss-page-break@2.0.0
27962 silly saveTree │ │ │ └─┬ postcss@7.0.39
27962 silly saveTree │ │ │   ├── picocolors@0.2.1
27962 silly saveTree │ │ │   └── source-map@0.6.1
27962 silly saveTree │ │ ├─┬ postcss-place@4.0.1
27962 silly saveTree │ │ │ └─┬ postcss@7.0.39
27962 silly saveTree │ │ │   ├── picocolors@0.2.1
27962 silly saveTree │ │ │   └── source-map@0.6.1
27962 silly saveTree │ │ ├─┬ postcss-pseudo-class-any-link@6.0.0
27962 silly saveTree │ │ │ ├─┬ postcss-selector-parser@5.0.0
27962 silly saveTree │ │ │ │ └── cssesc@2.0.0
27962 silly saveTree │ │ │ └─┬ postcss@7.0.39
27962 silly saveTree │ │ │   ├── picocolors@0.2.1
27962 silly saveTree │ │ │   └── source-map@0.6.1
27962 silly saveTree │ │ ├─┬ postcss-replace-overflow-wrap@3.0.0
27962 silly saveTree │ │ │ └─┬ postcss@7.0.39
27962 silly saveTree │ │ │   ├── picocolors@0.2.1
27962 silly saveTree │ │ │   └── source-map@0.6.1
27962 silly saveTree │ │ ├─┬ postcss-selector-matches@4.0.0
27962 silly saveTree │ │ │ └─┬ postcss@7.0.39
27962 silly saveTree │ │ │   ├── picocolors@0.2.1
27962 silly saveTree │ │ │   └── source-map@0.6.1
27962 silly saveTree │ │ ├─┬ postcss-selector-not@4.0.1
27962 silly saveTree │ │ │ └─┬ postcss@7.0.39
27962 silly saveTree │ │ │   ├── picocolors@0.2.1
27962 silly saveTree │ │ │   └── source-map@0.6.1
27962 silly saveTree │ │ └─┬ postcss@7.0.39
27962 silly saveTree │ │   ├── picocolors@0.2.1
27962 silly saveTree │ │   └── source-map@0.6.1
27962 silly saveTree │ ├── postcss@8.3.6
27962 silly saveTree │ ├── regenerator-runtime@0.13.9
27962 silly saveTree │ ├─┬ resolve-url-loader@4.0.0
27962 silly saveTree │ │ ├─┬ adjust-sourcemap-loader@4.0.0
27962 silly saveTree │ │ │ └── regex-parser@2.2.11
27962 silly saveTree │ │ ├─┬ postcss@7.0.39
27962 silly saveTree │ │ │ ├── picocolors@0.2.1
27962 silly saveTree │ │ │ └── source-map@0.6.1
27962 silly saveTree │ │ └── source-map@0.6.1
27962 silly saveTree │ ├── rxjs@6.6.7
27962 silly saveTree │ ├─┬ sass-loader@12.1.0
27962 silly saveTree │ │ └── neo-async@2.6.2
27962 silly saveTree │ ├─┬ sass@1.36.0
27962 silly saveTree │ │ └─┬ chokidar@3.5.3
27962 silly saveTree │ │   ├── anymatch@3.1.2
27962 silly saveTree │ │   ├── fsevents@2.3.2
27962 silly saveTree │ │   ├── glob-parent@5.1.2
27962 silly saveTree │ │   ├─┬ is-binary-path@2.1.0
27962 silly saveTree │ │   │ └── binary-extensions@2.2.0
27962 silly saveTree │ │   └── readdirp@3.6.0
27962 silly saveTree │ ├── semver@7.3.5
27962 silly saveTree │ ├─┬ source-map-loader@3.0.0
27962 silly saveTree │ │ ├── abab@2.0.6
27962 silly saveTree │ │ ├── iconv-lite@0.6.3
27962 silly saveTree │ │ └── source-map-js@0.6.2
27962 silly saveTree │ ├── source-map-support@0.5.19
27962 silly saveTree │ ├── style-loader@3.2.1
27962 silly saveTree │ ├── stylus-loader@6.1.0
27962 silly saveTree │ ├─┬ stylus@0.54.8
27962 silly saveTree │ │ ├─┬ css-parse@2.0.0
27962 silly saveTree │ │ │ └─┬ css@2.2.4
27962 silly saveTree │ │ │   ├─┬ source-map-resolve@0.5.3
27962 silly saveTree │ │ │   │ ├── atob@2.1.2
27962 silly saveTree │ │ │   │ ├── decode-uri-component@0.2.0
27962 silly saveTree │ │ │   │ ├── resolve-url@0.2.1
27962 silly saveTree │ │ │   │ ├── source-map-url@0.4.1
27962 silly saveTree │ │ │   │ └── urix@0.1.0
27962 silly saveTree │ │ │   ├── source-map@0.6.1
27962 silly saveTree │ │ │   └── urix@0.1.0
27962 silly saveTree │ │ ├─┬ debug@3.1.0
27962 silly saveTree │ │ │ └── ms@2.0.0
27962 silly saveTree │ │ └── semver@6.3.0
27962 silly saveTree │ ├─┬ terser-webpack-plugin@5.1.4
27962 silly saveTree │ │ ├── p-limit@3.1.0
27962 silly saveTree │ │ ├─┬ schema-utils@3.1.1
27962 silly saveTree │ │ │ └─┬ ajv@6.12.6
27962 silly saveTree │ │ │   └── json-schema-traverse@0.4.1
27962 silly saveTree │ │ ├── source-map@0.6.1
27962 silly saveTree │ │ └─┬ terser@5.7.1
27962 silly saveTree │ │   └── commander@2.20.3
27962 silly saveTree │ ├── terser@5.7.1
27962 silly saveTree │ ├── text-table@0.2.0
27962 silly saveTree │ ├── tree-kill@1.2.2
27962 silly saveTree │ ├── tslib@2.3.0
27962 silly saveTree │ ├─┬ webpack-dev-middleware@5.0.0
27962 silly saveTree │ │ ├─┬ mem@8.1.1
27962 silly saveTree │ │ │ ├─┬ map-age-cleaner@0.1.3
27962 silly saveTree │ │ │ │ └── p-defer@1.0.0
27962 silly saveTree │ │ │ └── mimic-fn@3.1.0
27962 silly saveTree │ │ ├─┬ memfs@3.4.7
27962 silly saveTree │ │ │ └── fs-monkey@1.0.3
27962 silly saveTree │ │ ├─┬ mime-types@2.1.35
27962 silly saveTree │ │ │ └── mime-db@1.52.0
27962 silly saveTree │ │ ├── range-parser@1.2.1
27962 silly saveTree │ │ └─┬ schema-utils@3.1.1
27962 silly saveTree │ │   └─┬ ajv@6.12.6
27962 silly saveTree │ │     └── json-schema-traverse@0.4.1
27962 silly saveTree │ ├─┬ webpack-dev-server@3.11.3
27962 silly saveTree │ │ ├── ansi-html-community@0.0.8
27962 silly saveTree │ │ ├─┬ bonjour@3.5.0
27962 silly saveTree │ │ │ ├── array-flatten@2.1.2
27962 silly saveTree │ │ │ ├─┬ deep-equal@1.1.1
27962 silly saveTree │ │ │ │ ├─┬ is-arguments@1.1.1
27962 silly saveTree │ │ │ │ │ └── has-tostringtag@1.0.0
27962 silly saveTree │ │ │ │ ├── is-date-object@1.0.5
27962 silly saveTree │ │ │ │ ├── is-regex@1.1.4
27962 silly saveTree │ │ │ │ ├── object-is@1.1.5
27962 silly saveTree │ │ │ │ └─┬ regexp.prototype.flags@1.4.3
27962 silly saveTree │ │ │ │   └── functions-have-names@1.2.3
27962 silly saveTree │ │ │ ├── dns-equal@1.0.0
27962 silly saveTree │ │ │ ├─┬ dns-txt@2.0.2
27962 silly saveTree │ │ │ │ └── buffer-indexof@1.1.1
27962 silly saveTree │ │ │ ├── multicast-dns-service-types@1.1.0
27962 silly saveTree │ │ │ └─┬ multicast-dns@6.2.3
27962 silly saveTree │ │ │   ├─┬ dns-packet@1.3.4
27962 silly saveTree │ │ │   │ └── ip@1.1.8
27962 silly saveTree │ │ │   └── thunky@1.1.0
